oclc	authorName	authorDates	ENDFullTitle	pubLocationStatement	pubDateTranscribed	format	formatStatement	paratextTitleControlled	epigraphBoolean	narrativeFormPrimary	narrativeFormAdditional	nonProseForms	inscriptionBoolean	marginaliaBoolean	translationClaimControlled	titleOtherWorks	titleNouns	titleAdjectives	titlePlaces	titleNames	titleVerbs	titleObjects	titleAdverbs	catalogedBy
375432	Brackenridge, H. H.	1748-1816.	Modern chivalry.	Philadelphia	1792	Duodecimo		Copyright statement, Introduction, Postscript, Postscript, Introduction, Appendix, Conclusion, Character information	1	Third-person	First-person, Letters		0	1			Chivalry, Adventure, Servant, Captain	Modern		Captain John Farrago, Teague Oregan, H. H. Brackenridge	Contain			BE 6/12/12 Swarthmore College
375490	Brown, Charles Brockden,	1771-1810.	Wieland; or the transformation. An American tale. [Epigraph] Copy-right secured.	New York	--1798.--	Duodecimo		Advertisement, Copyright statement	1	First-person			0	0			Transformation, Tale, Copy-right	American		Wieland	Secure			LCP Rare Am 1798 Bro 3575.D
375693	Bleecker, Ann Eliza,	1752-1783.	The posthumous works of Ann Eliza Bleecker, in prose and verse. To which is added, a collection of essays, prose and poetical, by Margaretta V. Faugeres.	New York	1793.0	Duodecimo		To the reader, Subscribers' list, Table of contents, Note	0	Third-person	Letters	Verse	0	0			Work, Prose, Verse, Collection, Essay, Essay, Prose, Verse	Posthumous, Prose, Poetical		Ann Eliza Bleecker, Margaretta V. Faugeres, Margaretta V. Faugeres				LCP Rare Am 1793 Ble 79249.D
375707	Bird, Robert Montgomery,	1806-1854.	Sheppard Lee. Written by himself. [Epigraph.] In two volumes. Vol. I.	New York	1836.0	Duodecimo	In two volumes.	Copyright statement, Copyright statement, Table of contents, Table of contents, Preface	1	Third-person			1	1			Himself, Volume			Sheppard Lee	Write			BE 6/13/12 Swarthmore College
375791	Brown, Charles Brockden,	1771-1810.	Arthur Mervyn ; or memoirs of the year 1793. By Charles Brockden Brown. Vol I.	Boston	1827	Duodecimo		Preface	0	First-person			0	0			Memoir, Year, 1793			Arthur Mervyn, Charles Brockden Brown				LCP Rare Am 1827 Bro (2)47489.D
375854			The American bee; a collection of entertaining histories, selected from different authors, and calculated for amusement and instruction. The first edition.	Leominster, [Mass.]	1797	Duodecimo			0	First-person	Letters	Poems	0	0			Bee, Collection, History, Author, Amusement, Instruction, Edition	American, Entertaining, Different, First			Select, Calculate			AFD 06/14/2012 Swarthmore College
375855	Brackenridge, H. H.	1748-1816.	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant. By H. H. Brackenridge.	Wilmington :	1825.0	Duodecimo		Introduction, Postscript, Sermon, Sermon, Oration, Postscript, Introduction, Appendix	1	Third-person	First-person, Epistolary		1	1			Chivalry, Adventure, Servant, Captain	Modern		Teague O'Regan, H. H. Brackenridge	Contain			BE 6/14/12 Swarthmore College
375858	Brown, Charles Brockden,	1771-1810.	Ormond; or the secret witness.	New York	1799	Duodecimo		Dedication, Errata	0	Third-person			0	0		Wieland; or the transformation	Witness, Author	Secret		Ormond				LCP Rare Am 1799 Bro 1294.D
375929	Botsford,	b. 1790?	The reign of reform, or, Yankee Doodle court. By a lady.	Baltimore	1830.0	Duodecimo		Copyright statement, Advertisement, Note	0	Dramatic dialogue		Poems	1	1			Reign, Reform, Court, Lady			Yankee Doodle				LCP Rare Am 1830 Bot 50412.O.19 (Gilpin)
376220			Edgar Huntly; or, memoirs of a sleep-walker. To which is annexed, The death of Cicero, a fragment. By the author of Arthur Mervyn, Wieland, Ormond, &c. Vol. III.	Philadelphia	1800	Duodecimo			0	First-person	Letters		1	0		Arthur Mervyn, Wieland, Ormond	Memoir, Sleep-walker, Sleepwalker, Death, Fragment			Edgar Huntly, Cicero	Annex			LCP Rare Am 1799 Bro 1387.D v.3
376226	Brown, Charles Brockden,	1771-1810.	Jane Talbot, a novel. By the author of Arthur Mervyn, Wieland, Ormond, Edgar Huntley, and Clara Howard.	Philadelphia		Duodecimo		Copyright statement	0	Epistolary			0	1		Arthur Mervyn, Wieland, Ormond, Edgar Huntley, Clara Howard	Novel, Author			Jane Talbot				AFD 06/18/2012 Swarthmore College
376344	Brown, Charles Brockden,	1771-1810.	Arthur Mervyn ; or memoirs of the year 1793. By Charles Brockden Brown. Vol. II.	Boston	1827	Duodecimo			0	First-person			0	0			Memoir, Year, 1793			Arthur Mervyn, Charles Brockden Brown				LCP Rare Am 1827 Bro 1293.D (J.J. Smith)
376394	Brown, Charles Brockden,	1771-1810.	Edgar Huntly; or memoirs of a sleep walker. By Charles Brockden Brown.	Boston	1827	Duodecimo		Preface	0	Epistolary			0	0			Memoir, Sleep walker			Edgar Huntly, Charles Brockden Brown				LCP Rare Am 1827 Bro (3) 47489.D
376395	Bird, Robert Montgomery,	1806-1854.	Calavar; or, the knight of the conquest: a romance of Mexico. [Epigraph.] In two volumes. Vol. I.	Philadelphia	1834.0	Duodecimo	In two volumes.	Copyright statement, Introduction, Note	1	Third-person		Poems	1	1			Knight, Conquest, Romance, Volume	Two	Mexico	Calavar				LCP Rare Am 1834 Bir 5954.D
376396	Bird, Robert Montgomery,	1806-1854.	"The hawks of hawk-hollow. A tradition of Pennsylvania. By the author of ""calavar,"" and ""the infidel."" [Epigraph.] In two volumes. Vol. I."	Philadelphia	1835.0	Duodecimo	In two volumes.	Copyright statement, Introduction	1	Third-person			1	1		Calavar, The infidel	Hawk, Tradition, Author, Volume	Two	Hawk-hollow, Pennsylvania					LCP Rare Am 1835 Bir 6107.D
376408	Brown, Charles Brockden,	1771-1810.	Jane Talbot, a novel. By the author of Arthur Mervyn, Wieland, Ormond, Edgar Huntley, and Clara Howard.	Philadelphia		Duodecimo		Copyright statement	0	Epistolary			0	0		Arthur Mervyn, Wieland, Ormond, Edgar Huntley, Clara Howard	Novel, Author			Jane Talbot				MFC&CP 06/19/2012 Swarthmore College
376409	Bird, Robert Montgomery,	1806-1854.	"The infidel; or the fall of Mexico. A romance. By the author of ""calavar."" [Epigraph.] Second edition. In two volumes. Vol. I."	Philadelphia	1835.0	Duodecimo	In two volumes.	Copyright statement, Note	1	Third-person			0	0		Calavar	Infidel, Fall, Romance, Author, Edition, Volume	Two	Mexico					LCP Rare Am 1835 Bir Log 4187.D.
376580	Bird, Robert Montgomery,	1806-1854.	"The infidel; or the fall of Mexico. A romance. By the author of ""Calavar."" [Epigraph.] In two volumes. Vol. I."	Philadelphia	1835.0	Duodecimo		Copyright statement	1	Third-person			1	0		Calavar	Infidel, Fall, Romance, Author, Volume	Two	Mexico					LCP Rare Am 1835 Bir 6060.D
376602			Blackbeard. A page from the colonial history of Philadelphia. [Epigraph.] In two volumes. Vol. I.	New York	1835.0	Duodecimo		Copyright statement, Letter	1	Third-person		Verse	0	0			Page, History, Volume, Two	Colonial	Philadelphia	Blackbeard				LCP Rare Am 1835 Bla 6065.D
376702	Bird, Robert Montgomery,	1806-1854.	Peter Pilgrim.	Philadelphia	1838.0	Duodecimo	In two volumes.	Copyright statement, Official note, Table of contents, Introduction, Table of contents, Note	1	First-person			0	0		Calavar, Nick of the woods	Rambler, Recollection, Author, Volume			Peter Pilgrim				LCP Rare Am 1838 Bir 6567.D
376788	Bird, Robert Montgomery,	1806-1854.	"The adventures of Robin Day. By the author of ""Calavar,"" ""Nick of the Woods,"" &c. [Epigraph.] In two volumes. Vol. I."	Philadelphia	1839.0	Duodecimo	In two volumes.	Copyright statement, Table of contents, Table of contents	1	First-person			1	1		Calavar, Nick of the woods	Adventure, Author, Volume			Robin Day				LCP Rare Am 1839 Bir 6640.D
377334			Adventures in a Castle. An original story, written by a citizen of Philadelphia.	Harrisburg :	1806.0	Duodecimo			0	Third-person			1	0			Adventure, Castle, Story, Citizen	Original	Philadelphia		Write			LCP HSP in LCP Am 1806 Adv Vk 1904
377351	Bradbury, Osgood.		Power of woman	[S.l. :	1844				0	Third-person			1	0		Mysteries of Boston	Distiller, Daughter, Power, Woman, Author							CP 6/25/12 Swarthmore College
377362	Brackenridge, H. H.	1748-1816.	Modern chivalry.	Philadelphia	1808., 1807.			Copyright statement, Introduction, Postscript, Postscript, Introduction	1				1	0			Chivalry, Adventure, Captain, Servant, Volume	Modern		Teague O'Regan, H. H. Brackenridge	Contain			LCP Rare Am 1808 Bra 63434.D .1 1
377373	Bloodgood, S. DeWitt	1799-1866.	A sketch of the olden time; or, General Lee's farewell dinner, at New-York. Founded on fact. Being the first of a series of revolutionary tales. By an antiquary.	New York	1829	Quarto		Copyright statement, Dedication, Preface	0	Third-person		Verse	0	1			Sketch, Time, Dinner, Fact, Series, Tale, Antiquary	Olden, Farewell, First, Revolutionary	New York	General Lee	Found, Be			LCP HSP in LCP Am 1829 Blo Ar99 S627
377404	Bird, Robert Montgomery,	1806-1854.	"The hawks of Hawk-Hollow. A tradition of Pennsylvania. By the author of ""Calavar,"" and ""The Infidel."" [Epigraph.] In two volumes. Vol. I."	Philadelphia	1835.0	Duodecimo	In two volumes.	Copyright statement, Introduction	1	Third-person			1	0		Calavar, The infidel	Hawk, Tradition, Author, Volume	Two	Hawk-hollow, Pennsylvania					LCP HSP in LCP Am 1835 Bir Vt 1261
377553	Abeel, David,	1804-1846.	The missionary convention at Jerusalem; or an exhibition of the claims of the world to the Gospel. [Epigraph.] By Rev. David Abeel, missionary to China.	New York	1838.0	Duodecimo		Copyright statement, Preface, Table of contents, Note	1	First-person	Third-person	Hymns, biblical verse	0	0			Convention, Exhibition, Claim, World, Gospel, Missionary	Missionary	Jerusalem, China	Rev. David Abeel				LCP Rare Am 1838 Abe 6669.D
377661	Botsford, Edmund,	1745-1819.	The spiritual voyage, performed in the ship Convert, under the command of Captain Godly-Fear, to the Haven of Felicity, on the continent of Glory. An allegory. By Edmund Botsford, A. M. Pastor of the Baptist Church in Georgetown, S.C.	Philadelphia	1819.0	Duodecimo			0	First-person			1	0			Voyage, Ship, Convert, Command, Captain, Godly-Fear, Fear, Haven, Felicity, Continent, Glory, Allegory, A.M., Pastr, Church	Spiritual, Godly	Haven of Felicity, Continent of Glory, Georgetown, S.C.	Convert, Captain Godly-Fear	Perform			AFD 06/26/2012 Swarthmore College
377728	Hull, Edward.		Adsonville: or marrying out. A narrative tale	Albany	1824	Duodecimo		Copyright statement, Preface, Errata	1	Third-person	Letters		1	0			Tale	Narrative	Adsonville		Marry, Marry out			LCP Rare Am 1824 Hull 69926.D 1
377751	Arthur, T. S.	1809-1885.	Tales for the people and their children. Tired of housekeeping. By T. S. Arthur.	New York		Duodecimo		Copyright statement, Table of contents	0	Third-person			0	0		Insubordination, Six Nights with the Washingtonians	Tale, People, Children, Housekeeping, Housekeeping, Author			T. S. Arthur, T. S. Arthur	Tire, Tire			LCP Rare Am 1842 Arthur 62483.D (Price) 1
377769	Bar, M. Ro,		Mary the maniac. Or the mother her own victim. In eight letters to a young lady at the South. By M. Ro. Bar (Lev.).	New York	1843. [from Library Company record]	Duodecimo			0	Epistolary		Verse	0	0			Maniac, Mother, Victim, Lady	Own, Eight, Young	South, The south	Mary		Letter		LCP Rare Am 1844 Bar Log.4935.D (Oda)
377773	Arthur, T. S.	1809-1885.	"Lovers and husbands: a story of married life. By T. S. Arthur, author of ""Sweethearts and Wives,"" ""Insubordination,"" ""Six Nights with the Washingtonians,"" &c., &c."	New York	1845.0	Duodecimo		Copyright statement, Table of contents	0	Third-person		Verse	0	0		Sweethearts and Wives, Insubordination, Six Nights with the Washingtonians	Lover, Husband, Story, Life, Married life	Married		T. S. Arthur				LCP Rare Am 1845 Arthur 7875.D 1
377782	Arthur, T. S.	1809-1885.	"The two merchants; or, solvent and insolvent. By T. S. Arthur, author of ""Six  Nights with the Washingtonians,"" ""Insubordination,"" ""Tired of Housekeeping,"" ""Temperance Tales,"" &c. &c."	Philadelphia	1843.0	Folio		Copyright statement	0	Third-person	Epistolary	Verse	1	0		Six Nights with the Washingtonians, Insubordination, Tired of Housekeeping, Temperance Tales	Merchants, Solvent, Insolvent, Author	Two		T. S. Arthur				LCP Rare *Am 1843 Arthur 13820.Q 1
377783	Arthur, T. S.	1809-1885.	"The maiden: a story for my young countrywomen. By T. S. Arthur, author of ""Sweethearts and Wives,"" ""Lovers and Husbands,"" ""Married and SIngle,"" &c."	Philadelphia	1845.0	Duodecimo		Copyright statement, To the reader, Table of contents	0	Third-person	First-person		1	0		Sweethearts and Wives, Lovers and Husbands, Married and Single	Maiden, Story, Countrywoman, Author	Young		T. S. Arthur				LCP Rare Binding collections
377794	Belknap, Jeremy,	1744-1798.	The foresters, an American tale: being a sequal to the History of John Bull the Clotheir. In a series of letters to friend	Exeter	1831.0	24mo		Note	0	Epistolary, Third-person	First-person	Verse	1	0		History of John Bull	Forester, Tale, Sequel, History, Clothier, Series, Letter, Friend, Year, Story, Miss, Dauhter, Settler, Chief, Reminiscence, Even, Time	American, Two Hundred, Romantic, First, Celebrated, Many, Humorous, Olden	Boston	John Bull, Miss Ann Carter, Thundersquall	Be			LCP Rare Am 1831 Bel 62822.D (Mrs. AE Bell) 1
377800	Arthur, T. S.	1809-1885.	"The heiress. By T. S. Arthur, author of ""Six nights with the Washingtonians,"" ""Insubordination,"" etc."	New York	1845.0	Duodecimo		Copyright statement	0	Third-person			1	0		Six Nights with the Washingtonians, Insubordination	Heiress, Author			T. S. Arthur				BE 6/27/12 Swarthmore College
377806	Belknap, Jeremy,	1744-1798.	The foresters, an American tale : being a sequel to the history of John Bull the clothier. In a series of letters to a friend. Published according to act of Congress. The second edition, revised and considerably enlarged.	Boston	1796	Octavo		Table of contents, Miscellaneous, Note, Postscript	0	Epistolary			1	0		History of John Bull	Forester, Tale, Sequel, History, Clothier, Series, Friend, Act, Congress, Edition	American, Second, Revised, Enlarged		John Bull, John Bull the clothier	Be, Publish	Letter, Act of Congress	According, Considerably	LCP HSP in LCP Am 1796 Bel Ar96 B43
377812			Sequel to The black velvet bracelet	Boston	1832.0	Duodecimo		Copyright statement	0	Third-person			0	0		The Black Velvet Bracelet, Early Impressions, Temptation	Sequel, Author			Annette Warington				LCP Rare Am 1832 Annet 103509.D 1
377845	Bourne, George,	1780-1845.	Lorette. The history of Louise, daughter of a Canadian nun: exhibiting the interior of female convents.	New York	1833.0	Duodecimo		Copyright statement, Dedication, Introduction	1	Third-person			0	0			History, Daughter, Nun, Interior, Convent	Canadian, Female		Lorette, Louise	Exhibit			LCP Rare Am 1833 Bou 66668.D
377849	Brown, Charles Brockden,	1771-1810.	Wieland; or the transformation. An American tale. [Epigraph] Copy-right secured.	New York	--1798.--	Duodecimo		Advertisement, Copyright statement	1	First-person			1	1			Transformation, Tale, Copy-right	American		Wieland	Secure			LCP HSP in LCP Am 1798 Bro Vt.135
377872	Brown, Charles Brockden,	1771-1810.	Arthur Mervyn ; or, memoirs of the year 1793. By the author of Wieland; and Ormond, or the Secret Witness. Copy-right secured.	Philadelphia	1799.0	Duodecimo		Copyright statement, Preface	0	First-person			0	0		Wieland, Ormond, Ormond, or the Secret Witness	Memoir, Year, 1793, Author, Copy-right			Arthur Mervyn	Secure			LCP HSP in LCP Am 1799 Bro Api 799 M31
377906	Brown, Charles Brockden,	1771-1810.	Edgar huntly ; or, memoirs of a sleep-walker. By the author of Arthur Mervyn, Weiland,--Ormond, &c. Vol. I.	Philadelphia	1799., 1800.	Duodecimo		Copyright statement, Preface	0	Epistolary			1	0		Arthur Mervyn, Wieland, Ormond, Death of Cicero, Arthur Mervyn, Wieland, Ormond	Memoir, Sleep-walker, Author, Memoir, Sleep-walker, Death, Fragment, Author, Death, Fragment			Edgar Huntly, Edgar Huntly, Cicero, Cicero	Be, Annex			LCP HSP in LCP Am1799 Bro Api799 D61
377909	Bickley, Lloyd Wharton,	1801-1855.	The aristocrat: an American tale. By the author of 'Zoe,' &c. In two volumes. Vol. I.	Philadelphia	1833.0			Copyright statement, To the reader, Errata	0	Third-person			0	0		Zoe	Aristocrat, Tale, Author, Volume	Two, American						AFD 06/28/2012 Swarthmore College
378217	Brown, Charles Brockden,	1771-1810.	Clara Howard ; in a series of letters. By the author of Wieland, Ormond, Arthur Mervyn, Edgar Huntly, &c.	Philadelphia	1801.0	Duodecimo		Copyright statement, Introduction	0	Epistolary			1	0		Wieland, Ormond, Arthur Mervyn, Edgar Huntly	Series, Author			Clara Howard		Letter		LCP HSP in LCP Am 1801 Bro Vt 1356
