htid,recordid,oclc,locnum,author,imprint,date,place,enumcron,subjects,title,prob80precise,genrepages,totalpages,englishpct,datetype,startdate,enddate,imprintdate
mdp.39015078562033,1420910,23626007,,"Longueville, Peter,",London;Printed for W. Lane;1786.,1786,enk,,,The hermit,0.65,167,272,1,s,1786,    ,1786
njp.32101037042494,9472267,16348917,,Lady.,"Dublin;Printed by John Rea, for ... White, Byrne, Brown, Moore, Lewis and Halpen;1786.",1786,ie ,v.2,,"Elfrida, or Paternal ambition",0.89,282,296,1,s,1786,    ,1786
njp.32101037042502,9472267,16348917,,Lady.,"Dublin;Printed by John Rea, for ... White, Byrne, Brown, Moore, Lewis and Halpen;1786.",1786,ie ,v.1,,"Elfrida, or Paternal ambition",0.89,291,304,1,s,1786,    ,1786
nyp.33433066603469,8697451,17379546,,,London;Printed for Harrison and co.;1786-1787.,1786,enk,v. 2,Periodicals (Great Britain);Fiction (English),"The New novelist's magazine, or Entertaining library of pleasing and instructive histories, adventures, tales, romances, and other agreeable and exemplary little novels",0.83,384,418,1,m,1786,1787,1786-1787
nyp.33433066603477,8697451,17379546,,,London;Printed for Harrison and co.;1786-1787.,1786,enk,v. 1,Periodicals (Great Britain);Fiction (English),"The New novelist's magazine, or Entertaining library of pleasing and instructive histories, adventures, tales, romances, and other agreeable and exemplary little novels",0.82,430,470,1,m,1786,1787,1786-1787
nyp.33433067307508,8618501,21747318,,,London : G.G.J. and J. Robinson;1786.,1786,enk,t. 1,French literature,"Tales, romances, apologues, anecedotes and novels",0.89,267,282,0.995,s,1786,    ,1786
nyp.33433067307516,8618501,21747318,,,London : G.G.J. and J. Robinson;1786.,1786,enk,t. 2,French literature,"Tales, romances, apologues, anecedotes and novels",0.89,241,256,0.999,s,1786,    ,1786
nyp.33433074907514,8690790,2288060,,"Bellamy, George Anne,","London;Printed for the author, and sold by J. Bell;M,DCC,LXXXVI.",1786,enk,v. 1,"Biography;Bellamy, George Anne;Actors;1731?-1788","An apology for the life of George Anne Bellamy, late of Covent-Garden theatre",0.67,219,270,1,s,1786,    ,"<unparsed=""M,DCC,LXXXVI"">"
nyp.33433074907522,8690790,2288060,,"Bellamy, George Anne,","London;Printed for the author, and sold by J. Bell;M,DCC,LXXXVI.",1786,enk,v. 2,"Biography;Bellamy, George Anne;Actors;1731?-1788","An apology for the life of George Anne Bellamy, late of Covent-Garden theatre",0.75,222,244,1,s,1786,    ,"<unparsed=""M,DCC,LXXXVI"">"
nyp.33433074907530,8690790,2288060,,"Bellamy, George Anne,","London;Printed for the author, and sold by J. Bell;M,DCC,LXXXVI.",1786,enk,v. 3,"Biography;Bellamy, George Anne;Actors;1731?-1788","An apology for the life of George Anne Bellamy, late of Covent-Garden theatre",0.7,192,226,1,s,1786,    ,"<unparsed=""M,DCC,LXXXVI"">"
nyp.33433074907548,8690790,2288060,,"Bellamy, George Anne,","London;Printed for the author, and sold by J. Bell;M,DCC,LXXXVI.",1786,enk,v. 4,"Biography;Bellamy, George Anne;Actors;1731?-1788","An apology for the life of George Anne Bellamy, late of Covent-Garden theatre",0.74,223,248,1,s,1786,    ,"<unparsed=""M,DCC,LXXXVI"">"
nyp.33433074907555,8690790,2288060,,"Bellamy, George Anne,","London;Printed for the author, and sold by J. Bell;M,DCC,LXXXVI.",1786,enk,v. 5,"Biography;Bellamy, George Anne;Actors;1731?-1788","An apology for the life of George Anne Bellamy, late of Covent-Garden theatre",0.74,236,262,1,s,1786,    ,"<unparsed=""M,DCC,LXXXVI"">"
nyp.33433074913512,8690875,8546201,,"Burney, Fanny,",London;Printed for T. Payne and T. Cadell;1786.,1786,enk,v. 1,,"Cecilia, or, Memoirs of an heiress",0.89,299,316,1,s,1786,    ,1786
nyp.33433074913520,8690875,8546201,,"Burney, Fanny,",London;Printed for T. Payne and T. Cadell;1786.,1786,enk,v. 2,,"Cecilia, or, Memoirs of an heiress",0.89,280,296,1,s,1786,    ,1786
nyp.33433074913538,8690875,8546201,,"Burney, Fanny,",London;Printed for T. Payne and T. Cadell;1786.,1786,enk,v. 3,,"Cecilia, or, Memoirs of an heiress",0.89,321,336,1,s,1786,    ,1786
nyp.33433074913546,8690875,8546201,,"Burney, Fanny,",London;Printed for T. Payne and T. Cadell;1786.,1786,enk,v. 4,,"Cecilia, or, Memoirs of an heiress",0.89,292,304,1,s,1786,    ,1786
nyp.33433074913553,8690875,8546201,,"Burney, Fanny,",London;Printed for T. Payne and T. Cadell;1786.,1786,enk,v. 5,,"Cecilia, or, Memoirs of an heiress",0.89,319,336,1,s,1786,    ,1786
uc2.ark+=13960=t1jh3h32v,7687284,51683731,PN6268.T7D6,"Douglas, James,",London;J. Debrett;M.DCC.LXXXVI.,1786,xx ,,Europe;Anecdotes;Description and travel;Travel,Travelling anecdotes,0.73,225,306,0.996,s,1786,    ,"<unparsed=""M.DCC.LXXXVI"">"
uva.x000826970,9775334,33832877,PR3694.P4 1786,"Smollett, T.",London;G.Routledge;1900,1786,enk,V.1,,The adventures of Peregrine Pickle,0.77,356,442,1,s,1786,    ,1900
dul1.ark+=13960=t0gt6bf90,10945327,2707995,,"Lee, Sophia,",London;Printed for T. Cadell;1787.,1787,enk,v.2,"Leycester, Charlotte;Publisher;London;Place;1787;Cadell, T;Provenance;England","The recess, or, A tale of other times",0.89,304,318,1,s,1787,    ,1787
dul1.ark+=13960=t1dj65k1r,10945327,2707995,,"Lee, Sophia,",London;Printed for T. Cadell;1787.,1787,enk,v.1,"Leycester, Charlotte;Publisher;London;Place;1787;Cadell, T;Provenance;England","The recess, or, A tale of other times",0.89,275,286,1,s,1787,    ,1787
dul1.ark+=13960=t90870v2v,10945327,2707995,,"Lee, Sophia,",London;Printed for T. Cadell;1787.,1787,enk,v.3,"Leycester, Charlotte;Publisher;London;Place;1787;Cadell, T;Provenance;England","The recess, or, A tale of other times",0.89,361,374,1,s,1787,    ,1787
hvd.hn2ghu,9710034,6472783,PZ6.B458Ch,"Berquin,","London;Printed for John Stockdale, opposite Burlington-House, Piccadilly;1787.",1787,enk,,Children's stories,The children's friend,0.69,170,254,1,s,1787,    ,1787
hvd.hn6ng3,9712345,12983702,,,"London;Printed for the Translator, and sold for him by E. Johnson;1787.",1787,enk,,"1756-1791;Diamond Necklace Affair, France, 1785;La Motte, Jean de Saint-RÃƒÂ©my de Valois;comtesse de",Authentic adventures of the celebrated countess de la Motte,0.79,163,192,1,s,1787,    ,1787
mdp.39015068350910,3383203,180194314,,"Fielding, Sarah,",London;printed for T. Vernor;1787.,1787,enk,v.1,,The history of Ophelia,0.83,273,288,0.999,s,1787,    ,1787
mdp.39015068351066,3383203,180194314,,"Fielding, Sarah,",London;printed for T. Vernor;1787.,1787,enk,v.2,,The history of Ophelia,0.84,284,294,1,s,1787,    ,1787
njp.32101037042775,9471288,43882708,,,London;Printed for W. Lane;1787.,1787,enk,v.2,,The school of virtue;,0.6,90,164,0.999,s,1787,    ,1787
njp.32101037042783,9471288,43882708,,,London;Printed for W. Lane;1787.,1787,enk,v.1,,The school of virtue;,0.69,136,200,1,s,1787,    ,1787
njp.32101068162385,8968154,17381570,,"Nicholson,",London;Printed for W. Lane ...;1787.,1787,enk,vol.2,,The village of Martindale,0.83,192,204,1,s,1787,    ,1787
njp.32101068162393,8968154,17381570,,"Nicholson,",London;Printed for W. Lane ...;1787.,1787,enk,vol.1,,The village of Martindale,0.82,173,192,0.999,s,1787,    ,1787
nyp.33433007970431,1423011,1398714,,"Smith, Charlotte,",London;Printed for T. CAdell;1787.,1787,enk,v. 1,,The romance of real life,0.8,207,238,1,s,1787,    ,1787
nyp.33433007970449,1423011,1398714,,"Smith, Charlotte,",London;Printed for T. CAdell;1787.,1787,enk,v. 2,,The romance of real life,0.79,188,222,1,s,1787,    ,1787
nyp.33433007970456,1423011,1398714,,"Smith, Charlotte,",London;Printed for T. CAdell;1787.,1787,enk,v. 3,,The romance of real life,0.7,133,188,0.998,s,1787,    ,1787
nyp.33433074907563,8666822,37203672,,"Keir,",Dublin;P. Byrne;1787.,1787,ie ,v. 2,English fiction,The history of Miss Greville,0.89,287,304,1,s,1787,    ,1787
nyp.33433074907571,8666822,37203672,,"Keir,",Dublin;P. Byrne;1787.,1787,ie ,v. 1,English fiction,The history of Miss Greville,0.89,292,312,1,s,1787,    ,1787
nyp.33433074955471,8666634,37202724,,,"Dublin;Whitestone, Byrne, Lewis, Jones, Halpen.;1787.",1787,ie ,,,Lucinda Osburn,0.9,289,298,1,s,1787,    ,1787
nyp.33433074967872,8615387,6900908,PR1365.M34,"Mathews, Charles,",London;Printed for T. Hookham ...;1787.,1787,enk,v. 1,Conduct of life;Early works to 1800;Education;Young women,The pharos,0.58,156,302,0.997,s,1787,    ,1787
nyp.33433074967880,8615387,6900908,PR1365.M34,"Mathews, Charles,",London;Printed for T. Hookham ...;1787.,1787,enk,v. 2,Conduct of life;Early works to 1800;Education;Young women,The pharos,0.69,213,312,0.999,s,1787,    ,1787
uc2.ark+=13960=t80k27x9z,1906050,14239460,,,London;Printed for Leigh and Sotheby;1787.,1787,enk,,Conduct of life;Early works to 1800,"Familiar essays, on interesting subjects",0.77,158,194,1,s,1787,    ,1787
dul1.ark+=13960=t5k943g2j,10942313,31480481,,"Berkeley, George Monck,","London;For J. Forbes, C. Elliot and and T. Kay, P. M'Queen , T. and J. Egerton, Shepperdson and Reynold, C. Stalker [etc.;1788.",1788,enk,v.1,"Publisher;London;Wright, C;Place;Provenance;England;1788;Forbes, J",Heloise: or The siege of Rhodes,0.83,181,194,0.999,s,1788,    ,1788
dul1.ark+=13960=t6058g653,9710038,13299584,,"Berquin,","London;Printed for J. Stockdale, Piccadilly;J. Rivington and Sons, St. Paul's Church-Yard;B. Law, Ave-Maria-Lane;J. Johnson, St. Paul's Church-Yard;C. Dilly, Poultry;J. Murray, Fleet-Street;J. Sewell, Cornhill;Edinburgh;and W. Creech.;1788.",1788,enk,v.1-2,"Children's literature;Children's literature, French",The children's friend,0.88,394,430,1,s,1788,    ,1788
dul1.ark+=13960=t6834qb4k,10942313,31480481,,"Berkeley, George Monck,","London;For J. Forbes, C. Elliot and and T. Kay, P. M'Queen , T. and J. Egerton, Shepperdson and Reynold, C. Stalker [etc.;1788.",1788,enk,v.1,"Publisher;London;Wright, C;Place;Provenance;England;1788;Forbes, J",Heloise: or The siege of Rhodes,0.68,99,148,1,s,1788,    ,1788
dul1.ark+=13960=t7tm84f1c,9710038,13299584,,"Berquin,","London;Printed for J. Stockdale, Piccadilly;J. Rivington and Sons, St. Paul's Church-Yard;B. Law, Ave-Maria-Lane;J. Johnson, St. Paul's Church-Yard;C. Dilly, Poultry;J. Murray, Fleet-Street;J. Sewell, Cornhill;Edinburgh;and W. Creech.;1788.",1788,enk,v.3-4,"Children's literature;Children's literature, French",The children's friend,0.86,419,486,1,s,1788,    ,1788
hvd.hn2ghv,9710038,13299584,,"Berquin,","London;Printed for J. Stockdale, Piccadilly;J. Rivington and Sons, St. Paul's Church-Yard;B. Law, Ave-Maria-Lane;J. Johnson, St. Paul's Church-Yard;C. Dilly, Poultry;J. Murray, Fleet-Street;J. Sewell, Cornhill;Edinburgh;and W. Creech.;1788.",1788,enk,v.2,"Children's literature;Children's literature, French",The children's friend,0.88,198,216,1,s,1788,    ,1788
hvd.hn2ghx,9710038,13299584,,"Berquin,","London;Printed for J. Stockdale, Piccadilly;J. Rivington and Sons, St. Paul's Church-Yard;B. Law, Ave-Maria-Lane;J. Johnson, St. Paul's Church-Yard;C. Dilly, Poultry;J. Murray, Fleet-Street;J. Sewell, Cornhill;Edinburgh;and W. Creech.;1788.",1788,enk,v.3,"Children's literature;Children's literature, French",The children's friend,0.75,148,234,1,s,1788,    ,1788
hvd.hn65ju,9711120,2674319,,"Fielding, Henry,","London;J. Davis, T. Smith, N. Taylor, and W. Thompson;1788.",1788,enk,v.2,,The history of the adventures of Joseph Andrews and his friend Mr. Abraham Adams,0.88,250,270,1,s,1788,    ,1788
hvd.hw3q0g,9706390,7818741,,"Rousseau, Jean-Jacques,",London;Printed for T. Hookham ...;1788.,1788,enk,vol.1,,The beauties of Rousseau;,0.88,186,204,1,s,1788,    ,1788
hvd.hw3q0h,9706390,7818741,,"Rousseau, Jean-Jacques,",London;Printed for T. Hookham ...;1788.,1788,enk,vol.2,,The beauties of Rousseau;,0.87,154,174,1,s,1788,    ,1788
mdp.39015078572263,1420444,57015433,,"Campe, Joachim Heinrich,",London;J. Stockdale;1788.,1788,enk,v.1-2,"Voyages, Imaginary",The new Robinson Crusoe;,0.81,327,368,1,s,1788,    ,1788
mdp.39015078572271,1420444,57015433,,"Campe, Joachim Heinrich,",London;J. Stockdale;1788.,1788,enk,v.3-4,"Voyages, Imaginary",The new Robinson Crusoe;,0.82,342,374,1,s,1788,    ,1788
njp.32101074764513,9024244,43208778,,"FÃ©nelon, FranÃ§ois de Salignac de La Mothe-,",Rouen;Printed for Mrs. P. Dumesnil;1788.,1788,fr ,v.1,,"The Adventures of Telemachus, the son of Ulysses",0.56,156,320,0.997,s,1788,    ,1788
njp.32101074764521,9024244,43208778,,"FÃ©nelon, FranÃ§ois de Salignac de La Mothe-,",Rouen;Printed for Mrs. P. Dumesnil;1788.,1788,fr ,v.2,,"The Adventures of Telemachus, the son of Ulysses",0.51,119,276,1,s,1788,    ,1788
nyp.33433074911508,1022801,7085107,PR3688.S4E55,"Smith, Charlotte,",London;T. Cadell;1789.,1788,enk,v. 1,,Emmeline,0.84,291,308,1,s,1788,    ,1789
nyp.33433074911516,1022801,7085107,PR3688.S4E55,"Smith, Charlotte,",London;T. Cadell;1789.,1788,enk,v. 2,,Emmeline,0.84,268,284,1,s,1788,    ,1789
nyp.33433074911524,1022801,7085107,PR3688.S4E55,"Smith, Charlotte,",London;T. Cadell;1789.,1788,enk,v. 3,,Emmeline,0.84,319,336,1,s,1788,    ,1789
nyp.33433074911532,1022801,7085107,PR3688.S4E55,"Smith, Charlotte,",London;T. Cadell;1789.,1788,enk,v. 4,,Emmeline,0.84,391,410,1,s,1788,    ,1789
uc2.ark+=13960=t0js9j885,381687,14264206,,,London;Printed for J. Walter;1788.,1788,enk,v.1,,"The amicable Quixote, or, The enthusiasm of friendship",0.89,226,240,0.994,s,1788,    ,1788
uva.x000758798,9775558,703506804,PR3517.H78M6 1788,"Hurd, Richard,",London;T.Cadell;1776,1788,enk,V.1,"History;Chivalry;Politics and government;Great Britain;Imaginary conversations;Elizabeth, 1558-1603;Romanticism;Dialogue",Moral and political dialogues,0.58,147,284,0.996,s,1788,    ,1776
mdp.39015012371350,243283,4231320,,"Moore, John,",London;Printed for A. Strahan & T. Cadell;1789.,1789,enk,v.1,,Zeluco,0.9,476,492,1,s,1789,    ,1789
mdp.39015012371368,243283,4231320,,"Moore, John,",London;Printed for A. Strahan & T. Cadell;1789.,1789,enk,v.2,,Zeluco,0.9,498,509,1,s,1789,    ,1789
mdp.39015059901499,160276,23628929,,,London;Printed by and for J. Nichols;1789.,1789,enk,,,The Town talk,0.9,446,462,1,s,1789,    ,1789
mdp.39015063912136,449430,7078406,,"Hayley, William,","London;Printed for G., G.J. and J. Robinson;1789.",1789,enk,v.4,,The young widow;,0.89,378,399,1,s,1789,    ,1789
mdp.39015063980117,449430,7078406,,"Hayley, William,","London;Printed for G., G.J. and J. Robinson;1789.",1789,enk,v.3,,The young widow;,0.89,299,315,1,s,1789,    ,1789
mdp.39015063980125,449430,7078406,,"Hayley, William,","London;Printed for G., G.J. and J. Robinson;1789.",1789,enk,v.2,,The young widow;,0.89,270,287,1,s,1789,    ,1789
mdp.39015078549683,1369060,23641062,,"Defoe, Daniel,",Portland;Printed and Sold by Thomas B. Walt.;MDCCLXXXIX.,1789,ii ,,,"The most surprising adventures, and wonderful life of Robinson Crusoe, of York, mariner",0.84,106,112,1,s,1789,    ,"<unparsed=""MDCCLXXXIX"">"
mdp.39015078549691,1369059,23641039,,"Defoe, Daniel,","London;Printed for the inhabitants of his island, and sold by F. Power and co. (grandson of the late Mr. John Newbery);1789.",1789,enk,,,"The wonderful life, and surprising adventures, of that renowned hero, Robinson Crusoe;",0.82,128,140,1,s,1789,    ,1789
mdp.39015078549709,1369058,23641018,,"Defoe, Daniel,",London;Printed for J. Taylor;1789.,1789,enk,,,"The life and most surprising adventures of Robinson Crusoe, of fork, mariner, who lived twenty-eight years in an uninhabited island on the coast of America, near the mouth of the great river Oronoque",0.71,243,344,1,s,1789,    ,1789
mdp.39015078556241,1369983,23643718,,"Sheridan, Richard Brinsley,",London;Printed for T. Becket;M DCC LXYXIX [i.e. MDCCLXXXIX,1789,enk,,,"A short account of the situations and incidents exhibited in the pantomime of Robinson Crusoe, at the Theatre royal, Drury-Lane",0.66,18,28,0.998,s,1789,    ,"<unparsed=""M DCC LXYXIX [i.e. MDCCLXXXIX]"">"
mdp.39015078570507,1427601,17914099,,"Thomson, William,",London;Printed for J. Murray;1789.,1789,enk,v.1,"Voyages, Imaginary",Mammuth;,0.51,130,300,1,s,1789,    ,1789
mdp.39015078572313,1030241,13503245,PZ6.C156Ne (Office),"Campe, Joachim Heinrich,",London;J. Stockdale;1789.,1789,enk,,"Voyages, Imaginary",The new Robinson Crusoe;,0.75,260,340,0.998,s,1789,    ,1789
nnc1.1002261596,8405078,63962555,,"Berkeley, George Monck,",Dublin;Printed by P. Byrne;1789.,1789,ie ,,,Heloise,0.78,244,296,0.999,s,1789,    ,1789
nyp.33433070250349,8621591,19490378,,"Kames, Henry Home,",Edinburgh;Printed for W. Creech and T. Caddell;1789.,1789,stk,,Conduct of life;Aphorisms and apothegms;Fables,Introduction to the art of thinking,0.51,147,338,0.979,s,1789,    ,1789
nyp.33433074910294,243283,4231320,,"Moore, John,",London;Printed for A. Strahan & T. Cadell;1789.,1789,enk,v. 1,,Zeluco,0.9,484,496,0.999,s,1789,    ,1789
nyp.33433074910302,243283,4231320,,"Moore, John,",London;Printed for A. Strahan & T. Cadell;1789.,1789,enk,v. 2,,Zeluco,0.9,529,548,1,s,1789,    ,1789
nyp.33433074913496,160276,23628929,,,London;Printed by and for J. Nichols;1789.,1789,enk,,,The Town talk,0.89,438,464,1,s,1789,    ,1789
nyp.33433074916432,8664019,6645805,PZ3.B4357A,"Bennett,","Bath;Printed and Sold for the Author, by S. Hazard; [etc., etc.;1789.",1789,enk,v. 4,,Agnes de-Courci,0.89,305,316,1,s,1789,    ,1789
nyp.33433074916440,8664019,6645805,PZ3.B4357A,"Bennett,","Bath;Printed and Sold for the Author, by S. Hazard; [etc., etc.;1789.",1789,enk,v. 3,,Agnes de-Courci,0.89,267,282,1,s,1789,    ,1789
nyp.33433074916457,8664019,6645805,PZ3.B4357A,"Bennett,","Bath;Printed and Sold for the Author, by S. Hazard; [etc., etc.;1789.",1789,enk,v. 2,,Agnes de-Courci,0.88,258,280,1,s,1789,    ,1789
nyp.33433074916465,8664019,6645805,PZ3.B4357A,"Bennett,","Bath;Printed and Sold for the Author, by S. Hazard; [etc., etc.;1789.",1789,enk,v. 1,,Agnes de-Courci,0.88,266,290,1,s,1789,    ,1789
nyp.33433074919766,1369058,23641018,,"Defoe, Daniel,",London;Printed for J. Taylor;1789.,1789,enk,,,"The life and most surprising adventures of Robinson Crusoe, of fork, mariner, who lived twenty-eight years in an uninhabited island on the coast of America, near the mouth of the great river Oronoque",0.75,260,336,1,s,1789,    ,1789
nyp.33433074955067,8663594,8147197,,"Reeve, Clara,",London;Charles Dilly;1789.,1789,enk,,English fiction,The Old English Baron,0.88,277,300,1,s,1789,    ,1789
nyp.33433075813281,8672125,33307338,,"Saint-Pierre, Bernardin de,",London;Printed for J. Dodsley;1789.,1789,enk,v. 1-2,1789,Paul and Mary,0.89,359,378,0.998,s,1789,    ,1789
uc2.ark+=13960=t77s7vw6c,7706878,2355599,,"Moore, John,","Dublin;Printed for Messrs. L. White, P. Byrne, A. Grueber, and W. Jones;1789.",1789,ie ,v.2,,Zeluco,0.9,313,324,1,s,1789,    ,1789
uc2.ark+=13960=t85h7q10h,7706878,2355599,,"Moore, John,","Dublin;Printed for Messrs. L. White, P. Byrne, A. Grueber, and W. Jones;1789.",1789,ie ,v.1,,Zeluco,0.89,290,302,1,s,1789,    ,1789
hvd.hn2u4x,9712096,1452965,,"Keate, George,",London;J. Dodsley;1790.,1790,enk,v.2,Margate (England),Sketches from nature;,0.82,214,238,1,s,1790,    ,1790
mdp.39015028116070,1362953,3305406,,"Wilkinson, Tate,","York;Printed for the author by Wilson, Spence, and Mawman, and sold by G. G. J. and J. Robinson [etc.;1790.",1790,pau,v.2,History;Theater;Actors;England;Correspondence,Memoirs of his own life,0.57,141,282,1,s,1790,    ,1790
mdp.39015078548990,1369065,22579381,,"Defoe, Daniel,",London;Printed for W. Lane;1790.,1790,enk,v.1,,"The life and adventures of Robinson Crusoe, of York, mariner",0.84,290,306,1,s,1790,    ,1790
mdp.39015078549006,1369065,22579381,,"Defoe, Daniel,",London;Printed for W. Lane;1790.,1790,enk,v.2,,"The life and adventures of Robinson Crusoe, of York, mariner",0.82,262,288,1,s,1790,    ,1790
mdp.39015078549014,1369065,22579381,,"Defoe, Daniel,",London;Printed for W. Lane;1790.,1790,enk,v.1,,"The life and adventures of Robinson Crusoe, of York, mariner",0.83,295,316,1,s,1790,    ,1790
mdp.39015078549022,1369065,22579381,,"Defoe, Daniel,",London;Printed for W. Lane;1790.,1790,enk,v.2,,"The life and adventures of Robinson Crusoe, of York, mariner",0.82,262,290,1,s,1790,    ,1790
