oclc,AuthorName,AuthorDates,Title,PubLocation,PubDate,Format,VolumeStatement,paratextTitleControlled,EpigraphBoolean,NarrativeForm,NarrativeFormAdditional,NonProseForms,InscriptionBoolean,MarginaliaBoolean,TranslationClaim,TitleOtherWorks,TitleNouns,TitleAdjectives,TitlePlaces,TitleNames,TitleVerbs,TitleObjects,TitleAdverbs,Cataloger
1819599,,,"Letters from a Moor at London to his friend at Tunis. Containing an account of his journey through England, with his observations on the laws, customs, religion, and manners of the English nation. Likewise remarks on the publick charities, with curious memoirs relating to the life of Mr. Sutton, founder of the Charter-house. A description of Bedlam, with serious reflections on love, madness, and self-murder. The whole interspersed with historical remarks and useful observations.",London,1736,Duodecimo,,Footnotes,0,Epistolary,,Poems,0,1,,,"Letter, Moor, Friend, Account, Journey, Observation, Law, Custom, Religion, Manner, Manners, Nation, Remark, Charity, Memoir, Life, Founder, Charter-house, Description, Reflection, Love, Madness, Self-murder, Self, Murder, Whole, Mr.","Containing, English, Publick, Curious, Serious, Historical, Useful","London, Tunis, England, Bedlam",Mr. Sutton,"Contain, Relate, Relating, Intersperse, Interspersed",Letter,Likewise,KGP 7/23/2015 Haverford College YDS
1819612,"Ward, Edward,",1667-1731.,"The London-spy compleat, in eighteen parts. The first volume of the authors writings. The third edition.",London,1706,Octavo,In eighteen parts.,"To the Reader, Postscript",0,First-person,,Poems,0,1,,,"Spy, Part, Volume, Author, Writing","Compleat, Complete, Eighteen, First",London,,,,,MH 7/16/15 University of Pennsylvania IH
189377,"Shebbeare, John,",1709-1788.,"Matrimony, a novel; containing a series of interesting adventures. In two volumes.",London,1766,,,"Dedication, Table of contents, Table of contents",1,Third-person,Letters,,0,1,,,"Matrimony, Novel, Series, Adventure, Volume","Interesting, Two",,,Contain,,,NB 6/22/15 Swarthmore College KGP
191049,,,"The histories of some of the penitents in the Magdalen-House, as supposed to be related by themselves. In two volumes.",London,1760,Duodecimo,In two volumes,"Preface, Errata",1,First-person,,,0,1,,,"History, Penitent, Volume","Some, Two",Magdalen-House,,"Suppose, Be, Relate",,,KS 6/8/15 University of Pennsylvania MH
191125,"Lyttelton, George Lyttelton,",1709-1773.,Dialogues of the dead.,Dublin,1760,Duodecimo,,"Preface, Table of contents, Notes, Footnote, Footnote",0,Dramatic dialogue,,,0,1,,,"Dialogue, Dead",,,,,,,KGP 6/4/15 Haverford College IEH
191125,"Lyttelton, George Lyttelton,",1709-1773.,Dialogues of the dead.,London,1760,Octavo,,"Preface, Table of contents, Note",0,Dramatic dialogue,,,1,1,,,"Dialogue, Dead",,,,,,,GE 6/4/15 Swarthmore College IEH
191356,"Riccoboni, Marie Jeanne de Heurles Laboras de MezieÃ¢Ë†_Ãƒâ€°Ã¢Ë†_Ãƒâ€˜res,",1713-1792.,"Letters from Juliet Lady Catesby, to her friend, Lady Henrietta Campley. Translated from the French.",London,1760,Duodecimo,,,0,Epistolary,,,0,1,Translation,,"Letter, Lady, Friend, French",,,"Juliet Lady Catesby, Henrietta Campley",Translate,Letter,,KS 6/4/15 University of Pennsylvania ATM
191423-1,,,The auction: a modern novel. In two volumes. Vol I.,London,1760,Duodecimo,In two volumes,,1,Third-person,First-person,,0,1,,,"Auction, Novel, Volume","Modern, Two",,,,,,IEH 6/5/2014 Swarthmore College ATM
191423-2,,,The auction: a modern novel. In two volumes. Vol I.,London,1760,Duodecimo,In two volumes,,1,Third-person,First-person,,1,1,,,"Auction, Novel, Volume","Modern, Two",,,,,,IEH 6/5/2014 Swarthmore College GE KGP
191504-2,"Ferguson, Adam,",1723-1816.,"The history of the proceedings in the case of Margaret, commonly called Peg, only lawful sister to John Bull, Esq; The second edition.",London,1761,Octavo,,Table of contents.,0,First-person,Letters,,0,1,,,"History, Proceeding, Case, Sister, Bull, Esq.",Lawful,,"Margaret, Peg, John Bull, Esq.",Call,,Commonly,MH 7/27/15 University of Pennsylvania KGP
191504,"Ferguson, Adam,",1723-1816.,"The history of the proceedings in the case of Margaret, commonly called Peg, only lawful sister to John Bull, Esq. The second edition.",London,1761,,,Table of Contents,0,Third-person,First-person,,1,1,,,"History, Proceeding, Case, Sister, Esquire, Edition","Lawful, Second",,"Margaret, Peg, John Bulll, Esq.",Call,,"Commonly, Only",KGP 6/13-15/15 Haverford College NB
191505,"Ferguson, Adam,",1723-1816.,"The history of the proceedings in the case of Margaret, commonly called Peg, only lawful sister to John Bull, esq.",London,1761,Octavo,,"Table of Contents, Errata",0,Third-person,First-person,,1,1,,,"History, Proceeding, Case, Sister, Esquire",Lawful,,"Margaret, Peg, John Bulll, Esq.",Call,,"Commonly, Only",KGP 6/13-15/15 Haverford College NB
191505,"Ferguson, Adam,",1723-1816.,"The history of the proceedings in the case of Margaret, commonly called Peg, only lawful sister to John Bull, esq.",London,1761,Octavo,,"Table of Contents, Errata",0,Third-person,First-person,,1,1,,,"History, Proceeding, Case, Sister, Esquire",Lawful,,"Margaret, Peg, John Bulll, Esq.",Call,,"Commonly, Only",KGP 6/13-15/15 Haverford College NB
192415,"Sterne, Laurence,",1713-1768.,"The Life and Opinions of Tristram Shandy, Gentleman. Vol. III.",London,1761,Octavo,,"Footnote, Preface, Dedication, Errata",1,First person,Third person,Poems,1,0,,,"Life, Opinion, Gentleman",,,"Tristram Shandy, Tristram Shandy, Gentleman",,,,GE 7/14/15 Swarthmore College NB
192415,"Sterne, Laurence,",1713-1768.,"The life and opinions of Tristram Shandy, gentleman. Vol. I.",London,1760,Octavo,,"Dedication, Footnotes",1,First-person,Third-person,,0,1,,,"Life, Opinion, Gentleman",,,"Tristram Shandy, Tristram Shandy, Gentleman",,,,IH 7/10/2015 Swarthmore College NB
192859,"Hawkesworth, John,",1715?-1773.,Almoran and Hamet: Volume first.,London,1761,Octavo,In two volumes.,"Dedication, Errata",0,Third-person,,,0,1,,,"Tale, Volume","Oriental, Two, First, Second",,"Almoran, Hamet",,,,MH 6/11/15 University of Pennsylvania NB
192863,"Hawkesworth, John,",1715?-1773.,Almoran and Hamet. Vol.I.,London,1761,Octavo,In two volumes.,Dedication,0,Third-person,,,0,1,,,"Tale, Volume, Edition","Oriental, Two, Second",,"Almoran, Hamet",,,,MH 6/10/15 University of Pennsylvania NB
193273,,,The adventures of a black coat. [Price 2s. 6d. sewed.],London,1760,Duodecimo,,Preface,1,First-person,Third-person,,0,1,,,"Adventure, Coat, Series, Occurrence, Incident, Witness, Peregrination, City, Company, Variety, Character","Black, Remarkable","London, Westminster",,"Contain, Entertain, Relate",Coat,,ATM 5/28/15 University of Pennsylvania BS
193280,"Fielding, Sarah,",1710-1768.,"The adventures of of David Simple: containing an account of his travels through the cities of London and Westminister, in the search of a real friend. By a lady. In two volumes.",Dublin,1761,Duodecimo,In two volumes,"Preface, Table of Contents, Table of Contents, Footnotes",0,Third-person,,,1,1,,,"Adventure, Account, Travel, City, Friend, Lady, Volume","Real, Two","London, Westminister",David Simple,"Contain, Search",,,KS 6/9/15 University of Pennsylvania NB
193355,"Johnstone, Charles,",1719?-1800?,"Chrysal: or, the adventures of a guinea. Wherein are exhibited views of several striking scenes, with curious and interesting anecdotes, of the most noted persons in every rank of life, whose hands it passed through, in America, England, Holland, Germany, and Portugal. By an adept. The sixth edition, greatly inlarged and corrected. Vol. I.",London,1767,Duodecimo,,"Dedication, Advertisement, Preface, Table of contents, Table of contents, Advertisement, Table of contents, Table of contents, Footnotes, Footnotes, Footnotes",1,First-person,Third-person,,1,1,,,"Adventure, Guinea, View, Scene, Anecdote, Person, Rank, Life, Hand, Adept","Several, Striking, Curious, Interesting, Most, Noted, Every, Enlarged, Corrected","America, England, Holland, Germany, Portugal",Chrysal,"Exhibit, Pass, Inlarge, Correct",Guinea,Greatly,GE 6/12/15 Swarthmore College IH
193381,,,"Memoirs of Mr. Charles Guildford, in a regular series of letters wrote by himself to a friend. The whole founded on real facts. In two volumes. Vol. I.",London,1761,Duodecimo,In two volumes.,"Preface, Footnotes",0,Epistolary,,,0,1,,,"Memoir, Mr., Series, Letter, Himself, Friend, Whole, Fact, Volume","Regular, Real, Two, One",,Mr. Charles Guildford,"Write, Find",Letter,,IH 9/17/2015 Swarthmore College KGP
193386,,,The History of Frederick the forsaken.,London,1761,Duodecimo,In two volumes.,,0,Third-person,Letters,,0,1,,,"History, History, Anecdote, Personage, Rank, Fashion, Metropolis, Volume","Forsaken, Forsaken, Relative, Several, Two",,"Frederick, Frederick",Intersperse,,,IEH 6/8/2015 Swarthmore College KGP
193485-1,"Colman, George,",1732-1794.,"Polly Honeycombe, a dramatick novel of one act.",London,1760,Octavo,,"Preface, Other, Prologue, List of characters, Epilogue",0,Dramatic dialogue,,,1,0,,,"Novel, Act, Theatre, Honeycombe","Dramatic, Dramatick, One, Now","Theatre-Royal, Drury-Lane",Polly Honeycombe,"Be, Act",Honeycombe,As,GE 6/10/15 Swarthmore College KS
193485-2,"Colman, George,",1732-1794.,"Polly Honeycombe, a dramatick novel of one act. As it is now acted at the Theatre-Royal in Drury-Lane.",London,1760,Octavo,,"Preface, Other, Prologue, List of characters, Epilogue",0,Dramatic dialogue,,,1,0,,,"Novel, Act, Theatre, Honeycombe","Dramatic, Dramatick, One, Now","Theatre-Royal, Drury-Lane",Polly Honeycombe,"Be, Act",Honeycombe,As,GE 6/10/15 Swarthmore College IH
193485_3,"Colman, George,",1732-1794.,"Polly Honeycombe, a dramatick novel of one act. [Price one shilling.]",London,1760,Octavo,,"Preface, Other, Prologue, List of characters, Epilogue",0,Dramatic dialogue,,,0,1,,,"Novel, Act, Price, Shilling","Dramatick, Dramatic, One","Theatre-Royal, Drury-Lane",Polly Honeycombe,"Be, Act",,Now,MH 7/29/15 University of Pennsylvania GE
193494,"Smollett, T.",1721-1771.,The adventures of Sir Launcelot Greaves. By the author of Roderick Random. In two volumes. Vol. 1.,London,1762,Duodecimo,In two volumes.,"Table of contents, Table of contents",0,Third-person,,,1,1,,Roderick Random,"Adventure, Sir, Author, Volume",Two,,"Sir Launcelot Greaves, Roderick Random",,,,KGP 6/10/15 Haverford College IH
193580-1,"Gunning,",1740?-1800.,"The histories of Lady Frances S----, and Lady Caroline S----. Written by the Miss Minifies, of Fairwater, in Somersetshire. Vol. I.",London,1763,Duodecimo,,"Dedication, Subscribers' list",0,Epistolary,,Poems,0,1,,,"History, Lady, Miss",,"Fairwater, Somersetshire","Lady Frances S----, Lady Caroline S-----, Miss Minifies",Write,,,IEH 6/25/2015 Swarthmore College NB
193580,"Gunning,",1740?-1800.,"The histories of Lady Frances S----, and Lady Caroline S----. Written by the Miss Minifies, of Fairwater, in Somersetshire. Vol. I.",London,1763,Duodecimo,,"Dedication, Subscriber's List",0,Epistolary,,Poems,1,1,,,"History, Lady",,"Fairwater, Somersetshire","Lady Frances S----, Lady Caroline S-----, Miss Minifies",Write,,,IEH 6/26/2015 Swarthmore College NB
194294,,,The Adventures of Sylvia Hughes.,London,1761,Duodecimo,,"Table of Contents, Preface",1,First-person,,,0,1,,,"Adventure, Herself",,,Sylvia Hughes,Write,,,KS 6/10/15 University of Pennsylvania IH
194528,"Smollett, T.",1721-1771.,Travels through France and Italy.,London,1766,Octavo,In two volumes.,"Other, Footnotes",1,Epistolary,,,1,1,,,"travel, observation, character, custom, religion, government, police, commerce, art, antiquity, description, town, territory, climate, register, weather, residence, month, city, M.D., volume","particular, eighteen, two","France, Italy, Nice","T. Smolett, M.D., T. Smolett","contain, add, keep",,,GE 7/7/2015 Swarthmore College IH
194769,,,"The wanderer: or, memoirs of Charle Searle, Esq; containing his adventures by sea and land. With many remarkable characters, and interesting situations in real life; and a variety of surprizing incidents. In two volumes. Vol. I.",London,1766,Duodecimo,In two volumes.,"Preface, Table of contents, Table of contents, Footnotes",1,Third-person,Letters,,0,1,,,"Wanderer, Memoir, Esq, Adventure, Sea, Land, Character, Situation, Life, Variety, Incident","Many, Remarkable, Interesting, Real, Surprizing, Surprising",,"Charles Searle, Esq;",Contain,,,MH 6/30/15 University of Pennsylvania NB
194812,"Brooke, Frances,",1724?-1789.,The history of Lady Julia Mandeville. In two volumes. By the translator of Lady Catesby's letters. The fourth edition. Vol I.,London,1765,Duodecimo,In two volumes.,,0,Epistolary,,,1,1,,Lady Catesby's Letters,"History, Lady, Volume, Translator, Lady, Letter, Edition","Two, Fourth",,"Lady Julia Mandeville, Lady Catesby",,Letter,,NB 7/7/15 Swarthmore College MH
194813,"Brooke, Frances,",1724?-1789.,The history of Lady Julia Mandeville. In two volumes. By the translator of Lady Catesby's letters. The third edition. Vol I.,London,1764,Duodecimo,In two volumes.,,0,Epistolary,,,1,1,,Lady Catesby's Letters,"History, Lady, Volume, Translator, Lady, Letter, Edition","Two, Third",,"Lady Julia Mandeville, Lady Catesby",,Letter,,NB 7/7/15 Swarthmore College IH
194937,,,"The peregrinations of Jeremiah Grant, Esq; The West-Indian.",London,1763,Duodecimo,,"Dedication, Errata, Footnotes",1,First-person,Letters,"Sheet music, Song., Poems",0,1,,,"Peregrination, Esq., Esquire, West-Indian",,,"Jeremiah Grant, Esq.",,,,MH 6/15/15 University of Pennsylvania KS
194946,"Cooper, Maria Susanna.",,Letters between Emilia and Harriet.,Dublin,1762,Duodecimo,,"Advertisement, Table of contents, Footnote",0,Epistolary,,Poems,0,1,,,,,,,,,,YDS 7/7/15 Swarthmore College IH
195428,"Eli de Beaumont,",1729-1783.,The history of the Marquis de Roselle. Vol. I.,London,1766,Octavo,In two volumes.,"Preface, Footnotes, Footnotes",0,Epistolary,,,0,0,Translation,,"History, Marquis, Series, Letter, Volume","French, Two",,"Marquis de Roselle, Madam Elie de Beaumont",Translate,Letter,,MH 07/07/15 University of Pennsylvania KS
195787,,,The Parasite,Dublin,1765,Duodecimo,,"Table of contents, Table of contents, Footnotes",1,Third-person,,,0,1,,,Parasite,,,,,,,KGP 6/17-18/15 Haverford College KS
196104,,,"Sophronia: or, letters to the ladies.",London,1761,Duodecimo,,Preface,0,Epistolary,,,0,1,,,"Letter, Lady",,,Sophronia,,Letter,,NB 6/12/15 Swarthmore College KS
196208,"Tiphaigne de La Roche, Charles-FrancÃ¢Ë†_Ãƒâ€°Ã¢Ë†_Ãƒ_ois,",1722-1774.,"Giaphantia: or, a view of what has passed, what is now passing, and, during the present century, what will pass, in the world. Translated from the original French, with explanatory notes.",Dublin,1761,Duodecimo,,"Dedication, Table of contents, Table of contents, Footnotes",0,First-person,,,1,1,Translation,,"View, Century, World, French, Explanatory, Note","During, Present, Original",,Giphantia,"Have, Pass, Be, Will, Translate",,Now,
196212,"Brooke, Frances,",1724?-1789.,The history of Emily Montague. In four volumes. By the author of Lady Julia Mandeville.,Dublin,1769,Duodecimo,In four volumes,Dedication,1,Epistolary,,,0,1,,Lady Julia Mandeville,"History, Volume, Author, Lady",Four,,"Emily Montague, Julia Mandeville",,,,MH 6/8/15 University of Pennsylvania IEH
196219-1,"Brooke, Frances,",1724?-1789.,The history of Emily Montague. Vol. I.,London,1769,Duodecimo,In four volumes,"Dedication, Errata",1,Epistolary,,,0,1,,Lady Julia Mandeville,"History, Author, Lady, Volume",Four,,"Emily Montague, Lady Julia Mandeville",,,,IH 6/10/15 Swarthmore College KGP
196219-2,"Brooke, Frances,",1724?-1789.,The history of Emily Montague. Vol. I.,London,1769,Duodecimo,In four volumes,"Dedication, Errata",1,Epistolary,,,1,1,,Lady Julia Mandeville,"History, Author, Lady, Volume",Four,,"Emily Montague, Lady Julia Mandeville",,,,MH 6/9/15 University of Pennsylvania IH
196532,"Gunning,",1740?-1800.,"The picture. A novel. By the Miss Minifies of Fairwater in Somersetshire; Authors of the History of Lady Frances S---, and Lady Caroline S---. Vol. I.",Dublin,1766,Duodecimo,,Preface,0,,,,1,1,,the History of Lady Frances S--- and Lady Caroline S---,"Picture, Novel, Author, History",,"Fairwater, Sommersetshire","Miss Minifies, Lady Frances S---, Lady Caroline S---",,,,
196549,"Cleland, John,",1709-1789.,"The surprises of love, exemplified in the romance of a day, or an adventure in Greenwich-Park, last Easter; the romance of a night, or a Covent-Garden-adventure; the second edition; with the addition of two stories, never before in print, entitled, the romance of a morning, or the chance of a sport; the romance of an evening, or who would have thought it?",London,1765,Duodecimo,,,0,Third-person,"First-person, Epistolary",,0,1,,,"Surprise, Love, Romance, Day, Adventure, Easter, Night, Edition, Addition, Story, Print, Morning, Chance, Sport, Evening","Last, Second, Two","Greenwich-Park, Greenwich Park, Convent-Garden, Convent Garden",,"Exemplify, Entitle, Have, Think",,"Never, Before",KS 07/08/15 University of Pennsylvania YDS
